,0
0,0.6273324671674062
1,0.47790397043374644
2,0.6273324671674062
3,0.6273324671674062
4,0.39368833795600167
5,0.5722626115691488
6,0.6273324671674062
7,0.6273324671674062
8,0.6273324671674062
9,0.6720883527713861
10,0.5966558748071069
11,0.6273324671674062
12,0.6273324671674062
13,0.6273324671674062
14,0.6273324671674062
15,0.5648141906536495
16,0.6273324671674062
17,0.6273324671674062
18,0.3528463852049777
19,0.6273324671674062
20,0.6273324671674062
21,0.6273324671674062
22,0.6273324671674062
23,0.6273324671674062
24,0.6273324671674062
25,0.6273324671674062
26,0.6273324671674062
27,0.6273324671674062
28,0.6273324671674062
29,0.6273324671674062
30,0.6273324671674062
31,0.6273324671674062
32,0.6273324671674062
33,0.6273324671674062
34,0.6273324671674062
35,0.6273324671674062
36,0.6313717964574355
37,0.6313717964574355
38,0.6313717964574355
39,0.6313717964574355
40,0.5354229577816473
41,0.4126459673013079
42,0.5635332660680283
43,0.6863244052557775
44,0.6313717964574355
45,0.6445429329435889
46,0.6313717964574355
47,0.46740583179208267
48,0.6313717964574355
49,0.6313717964574355
50,0.6313717964574355
51,0.5420744296797615
52,0.46740583179208267
53,0.6313717964574355
54,0.6313717964574355
55,0.6313717964574355
56,0.6313717964574355
57,0.6313717964574355
58,0.6313717964574355
59,0.6313717964574355
60,0.6313717964574355
61,0.6313717964574355
62,0.6313717964574355
63,0.6313717964574355
64,0.6313717964574355
65,0.6313717964574355
66,0.6313717964574355
67,0.6313717964574355
68,0.6313717964574355
69,0.6313717964574355
70,0.6313717964574355
71,0.6313717964574355
72,0.4527953367153212
73,0.4527953367153212
74,0.4527953367153212
75,0.551421612730223
76,0.4527953367153212
77,0.4527953367153212
78,0.4049924611161458
79,0.4527953367153212
80,0.43357915735968977
81,0.4269816256139575
82,0.4527953367153212
83,0.4527953367153212
84,0.4527953367153212
85,0.4527953367153212
86,0.4527953367153212
87,0.551421612730223
88,0.4527953367153212
89,0.4527953367153212
90,0.5023313242517148
91,0.4527953367153212
92,0.4527953367153212
93,0.4527953367153212
94,0.4527953367153212
95,0.4527953367153212
96,0.4527953367153212
97,0.4527953367153212
98,0.4527953367153212
99,0.4527953367153212
100,0.4527953367153212
101,0.4527953367153212
102,0.4527953367153212
103,0.4527953367153212
104,0.4527953367153212
105,0.4527953367153212
106,0.4527953367153212
107,0.4527953367153212
108,0.4568488195795307
109,0.5325968235376722
110,0.6568672146975542
111,0.4568488195795307
112,0.4568488195795307
113,0.4568488195795307
114,0.4568488195795307
115,0.4568488195795307
116,0.4568488195795307
117,0.4334648857152068
118,0.4568488195795307
119,0.46194710436576075
120,0.4568488195795307
121,0.4568488195795307
122,0.4568488195795307
123,0.4568488195795307
124,0.4568488195795307
125,0.4568488195795307
126,0.5019067097755027
127,0.4568488195795307
128,0.4568488195795307
129,0.4568488195795307
130,0.4568488195795307
131,0.4568488195795307
132,0.4568488195795307
133,0.4568488195795307
134,0.4568488195795307
135,0.4568488195795307
136,0.4568488195795307
137,0.4568488195795307
138,0.4568488195795307
139,0.4568488195795307
140,0.4568488195795307
141,0.4568488195795307
142,0.4568488195795307
143,0.4568488195795307
144,0.6291525730614747
145,0.49098632999535813
146,0.6291525730614747
147,0.5310829165050439
148,0.5763602346292674
149,0.6291525730614747
150,0.43307109614533007
151,0.6291525730614747
152,0.6291525730614747
153,0.6291525730614747
154,0.6291525730614747
155,0.6291525730614747
156,0.6291525730614747
157,0.6291525730614747
158,0.6291525730614747
159,0.5310829165050439
160,0.3264228372818013
161,0.6291525730614747
162,0.3952363715613953
163,0.6291525730614747
164,0.6291525730614747
165,0.6291525730614747
166,0.6291525730614747
167,0.6291525730614747
168,0.6291525730614747
169,0.6291525730614747
170,0.6291525730614747
171,0.6291525730614747
172,0.6291525730614747
173,0.6291525730614747
174,0.6291525730614747
175,0.6291525730614747
176,0.6291525730614747
177,0.6291525730614747
178,0.6291525730614747
179,0.6291525730614747
180,0.6149674433228376
181,0.6149674433228376
182,0.6149674433228376
183,0.6149674433228376
184,0.6149674433228376
185,0.6149674433228376
186,0.6149674433228376
187,0.6149674433228376
188,0.5552223387959182
189,0.6149674433228376
190,0.6149674433228376
191,0.5372588879005257
192,0.6149674433228376
193,0.6149674433228376
194,0.6149674433228376
195,0.6149674433228376
196,0.6149674433228376
197,0.6149674433228376
198,0.4044000996321568
199,0.6149674433228376
200,0.6149674433228376
201,0.6149674433228376
202,0.6149674433228376
203,0.6149674433228376
204,0.6149674433228376
205,0.6149674433228376
206,0.6149674433228376
207,0.6149674433228376
208,0.6149674433228376
209,0.6149674433228376
210,0.6149674433228376
211,0.6149674433228376
212,0.6149674433228376
213,0.6149674433228376
214,0.6149674433228376
215,0.6149674433228376
216,0.6649758598652519
217,0.6649758598652519
218,0.6649758598652519
219,0.6649758598652519
220,0.6649758598652519
221,0.6649758598652519
222,0.5301575728352821
223,0.5442796501983265
224,0.6649758598652519
225,0.5644811753227214
226,0.6649758598652519
227,0.6649758598652519
228,0.6649758598652519
229,0.6649758598652519
230,0.6649758598652519
231,0.6649758598652519
232,0.6649758598652519
233,0.6649758598652519
234,0.6649758598652519
235,0.6649758598652519
236,0.6649758598652519
237,0.6649758598652519
238,0.6649758598652519
239,0.6649758598652519
240,0.6649758598652519
241,0.6649758598652519
242,0.6649758598652519
243,0.6649758598652519
244,0.6649758598652519
245,0.6649758598652519
246,0.6649758598652519
247,0.6649758598652519
248,0.6649758598652519
249,0.6649758598652519
250,0.6649758598652519
251,0.6649758598652519
252,0.6501371983462081
253,0.6501371983462081
