Area,Circularity,Equal_Diameter,Shortest_Axis,Longest_Axis,Perimeters,Aspect_Ratio,name
2782.0,0.6443079576469419,59.51598452057416,47.18696975708008,79.86267852783203,232.9360717535019,0.5908513291428797,IMG_4453
3178.0,0.6694149267798086,63.61096818291911,50.652244567871094,82.79027557373047,244.24978065490723,0.6118139384952496,IMG_4453
1245.0,0.7317009242269169,39.81435963562993,34.204830169677734,47.47262954711914,146.22539591789246,0.7205168640537933,IMG_4453
1509.0,0.7640510220841805,43.8328469644097,37.94816589355469,51.29010772705078,157.53910410404205,0.7398730003747008,IMG_4453
1629.0,0.7426551336755848,45.54236728995958,38.250587463378906,55.738548278808594,166.02438509464264,0.6862501562122943,IMG_4453
1921.0,0.7675968101490094,49.455971989601494,41.50975799560547,59.55488586425781,177.33809292316437,0.6970000427877199,IMG_4453
1087.0,0.7435500189582291,37.202303492218356,33.858795166015625,42.56520080566406,135.53910374641418,0.7954571933209371,IMG_4453
1323.0,0.7709126506837088,41.04261099984527,37.338706970214844,45.52958679199219,146.85281229019165,0.820097646411806,IMG_4453
2971.0,0.7843976925111409,61.50442819349001,58.384212493896484,67.86760711669922,218.1665199995041,0.8602662591817049,IMG_4453
3359.0,0.8015476042712444,65.39733657241258,61.80284118652344,71.19065856933594,229.48022854328156,0.8681313311118022,IMG_4453
2080.0,0.6555392084541054,51.46200786064549,42.67729949951172,66.86509704589844,199.68123924732208,0.6382597406568721,IMG_4453
2436.0,0.6876113499765925,55.692113723352755,46.083683013916016,70.2486343383789,210.99494743347168,0.6560082405579113,IMG_4453
2119.0,0.6895614651836198,51.9422236267741,45.53947067260742,61.905784606933594,196.5096664428711,0.735625450218539,IMG_4453
1196.0,0.7905408603168275,39.022999570807656,36.62567901611328,42.28932571411133,137.88224971294403,0.8660738471857883,IMG_4453
2467.0,0.7177781401459831,56.04535624707587,48.841243743896484,65.68213653564453,207.82337474822998,0.7436001068173416,IMG_4453
1440.0,0.8129395295420038,42.81897878766651,40.22602081298828,45.69230651855469,149.19595789909363,0.8803674814851673,IMG_4453
2127.5,0.7932776739540757,52.04629796079697,51.86228942871094,54.0645637512207,183.58073341846466,0.9592658449507966,IMG_4453
1848.0,0.7008945561237929,48.50718172261279,40.08414840698242,64.83924102783203,182.02438485622406,0.6182081679484255,IMG_4453
2445.5,0.8090560679560553,55.80060310292211,55.24081039428711,57.614479064941406,194.89444279670715,0.9588008308123595,IMG_4453
2172.0,0.7301882230707619,52.58779602878194,43.32374572753906,68.41979217529297,193.33809292316437,0.633204871721076,IMG_4453
915.0,0.6852186640582432,34.13230410377644,34.52678680419922,36.7122917175293,129.5391035079956,0.9404693956414999,IMG_4453
1139.0,0.7214438645783183,38.08175207961617,38.02368927001953,40.083984375,140.85281205177307,0.9486005411611362,IMG_4453
3253.5,0.658474257038205,64.36213839514542,50.463539123535156,87.55598449707031,249.17871224880219,0.5763573947960542,IMG_4453
3679.5,0.6814099772398095,68.44621906908395,53.713706970214844,91.15990447998047,260.49242067337036,0.5892251344121456,IMG_4453
4140.0,0.7051461750840636,72.60311091959885,55.183441162109375,98.10517120361328,271.6223644018173,0.5624926849939276,IMG_4453
4620.0,0.7252290568167554,76.69658855957319,59.12805938720703,100.96289825439453,282.93607318401337,0.5856414624530988,IMG_4453
1510.5,0.686622987393335,43.85462726238205,44.80602264404297,48.695369720458984,166.26702547073364,0.9201290163984126,IMG_4453
1800.5,0.7174824745879957,47.879722224503986,47.76825714111328,51.735958099365234,177.58073377609253,0.9233086405661707,IMG_4453
1530.0,0.7646579933532441,44.13679308065777,42.18648910522461,50.459693908691406,158.56854128837585,0.8360433018393363,IMG_4453
1822.0,0.7933452565502744,48.164742815751296,45.448326110839844,53.99946594238281,169.88224971294403,0.841643992541204,IMG_4453
1025.0,0.7733783033599545,36.12575996921783,35.38008117675781,38.67534255981445,129.05382251739502,0.914796840442712,IMG_4453
1253.0,0.7991487284215657,39.94207242436425,38.975772857666016,41.70839309692383,140.36753106117249,0.9344827255054485,IMG_4453
1219.0,0.8057435677758257,39.39643391262924,36.95015335083008,43.59925842285156,137.88224983215332,0.8474949961869878,IMG_4453
1463.0,0.8259239803610775,43.15958125315331,40.44984817504883,47.24519348144531,149.19595789909363,0.8561685368255454,IMG_4453
879.5,0.7427605575711869,33.4636247228924,33.769874572753906,36.08692169189453,121.98275482654572,0.935792608221802,IMG_4453
1097.5,0.7762062597589479,37.381551604325374,37.120025634765625,39.55120849609375,133.2964631319046,0.9385307566121971,IMG_4453
1043.5,0.7252106864996354,36.45031501827031,31.864362716674805,43.8602180480957,134.4680358171463,0.7264980461732627,IMG_4453
1281.5,0.75774344996716,40.393767793783624,35.59867858886719,47.16034698486328,145.7817441225052,0.7548434408316173,IMG_4453
2994.5,0.6050787528912327,61.74719278404035,53.79895782470703,83.29715728759766,249.37972354888916,0.645867873245145,IMG_4453
3432.5,0.6346879171689565,66.10896109683956,57.1926155090332,86.15977478027344,260.6934320926666,0.6637971797731259,IMG_4453
877.5,0.550108902109068,33.4255546028051,24.46463966369629,50.786285400390625,141.58073353767395,0.4817174453855237,IMG_4453
1111.5,0.59749728387065,37.61922053914905,27.81198501586914,54.51996612548828,152.89444184303284,0.5101247669863636,IMG_4453
929.0,0.7424231433563727,34.39243429969688,29.126426696777344,41.505313873291016,125.39696872234344,0.7017517512503482,IMG_4453
1153.0,0.7752366639065228,38.31507790778511,32.79511260986328,45.42770004272461,136.71067690849304,0.7219188420065198,IMG_4453
